date,game,platform,revenue_usd,dau,downloads
2025-12-27,블루 아카이브,iOS,77687.36,170731.0,
2025-12-27,스타 세이비어,AOS,49009.71,,
2025-12-27,스타 세이비어,iOS,11202.61,,
2025-12-27,스텔라소라,AOS,54185.60,18142.0,
2025-12-27,스텔라소라,iOS,22428.59,38186.0,
2025-12-27,승리의여신: 니케,AOS,135986.08,236391.0,
2025-12-27,승리의여신: 니케,iOS,91761.59,227971.0,
2025-12-27,카오스 제로 나이트메어,AOS,396236.19,51875.0,
2025-12-27,카오스 제로 나이트메어,iOS,253968.14,37650.0,
2025-12-28,듀엣 나이트 어비스,AOS,21006.98,41426.0,
2025-12-28,듀엣 나이트 어비스,iOS,7732.73,87346.0,
2025-12-28,블루 아카이브,AOS,159342.56,295172.0,
2025-12-28,블루 아카이브,iOS,65592.33,172073.0,
2025-12-28,스타 세이비어,AOS,40095.32,,
2025-12-28,스타 세이비어,iOS,8425.03,,
2025-12-28,스텔라소라,AOS,51476.76,14675.0,
2025-12-28,스텔라소라,iOS,21959.05,31426.0,
2025-12-28,승리의여신: 니케,AOS,129031.28,238365.0,
2025-12-28,승리의여신: 니케,iOS,119621.80,236997.0,
2025-12-28,카오스 제로 나이트메어,AOS,360692.55,46595.0,
2025-12-28,카오스 제로 나이트메어,iOS,195187.92,38531.0,
2025-12-29,듀엣 나이트 어비스,AOS,16357.41,38038.0,
2025-12-29,듀엣 나이트 어비스,iOS,7277.88,72028.0,
2025-12-29,블루 아카이브,AOS,134172.92,297036.0,
2025-12-29,블루 아카이브,iOS,71486.54,170067.0,
2025-12-29,스타 세이비어,AOS,26611.29,,
2025-12-29,스타 세이비어,iOS,6489.19,,
2025-12-29,스텔라소라,AOS,34979.93,11893.0,
2025-12-29,스텔라소라,iOS,23914.59,21067.0,
2025-12-29,승리의여신: 니케,AOS,131553.14,253481.0,
2025-12-29,승리의여신: 니케,iOS,142598.48,246684.0,
2025-12-29,카오스 제로 나이트메어,AOS,337154.65,41855.0,
2025-12-29,카오스 제로 나이트메어,iOS,132566.03,31615.0,
2025-12-30,듀엣 나이트 어비스,AOS,9314.97,41844.0,
2025-12-30,듀엣 나이트 어비스,iOS,6120.29,77680.0,
2025-12-30,블루 아카이브,AOS,96591.03,292470.0,
2025-12-30,블루 아카이브,iOS,56747.63,169888.0,
2025-12-30,스타 세이비어,AOS,16945.26,,
2025-12-30,스타 세이비어,iOS,6096.11,,
2025-12-30,스텔라소라,AOS,22424.06,11475.0,
2025-12-30,스텔라소라,iOS,22200.63,22661.0,
2025-12-30,승리의여신: 니케,AOS,176276.08,289967.0,
2025-12-30,승리의여신: 니케,iOS,153448.98,284234.0,
2025-12-30,카오스 제로 나이트메어,AOS,211790.38,49285.0,
2025-12-30,카오스 제로 나이트메어,iOS,106312.63,30711.0,
2025-12-31,듀엣 나이트 어비스,AOS,17485.12,42822.0,
2025-12-31,듀엣 나이트 어비스,iOS,6373.30,77600.0,
2025-12-31,블루 아카이브,AOS,217655.45,315421.0,
2025-12-31,블루 아카이브,iOS,104739.04,192109.0,
2025-12-31,스타 세이비어,AOS,41518.06,,
2025-12-31,스타 세이비어,iOS,5166.26,,
2025-12-31,스텔라소라,AOS,59696.66,10211.0,
2025-12-31,스텔라소라,iOS,16227.38,33249.0,
2025-12-31,승리의여신: 니케,AOS,994791.23,318438.0,
2025-12-31,승리의여신: 니케,iOS,632196.83,310385.0,
2025-12-31,카오스 제로 나이트메어,AOS,345265.65,55214.0,
2025-12-31,카오스 제로 나이트메어,iOS,112287.27,33001.0,
2026-01-01,듀엣 나이트 어비스,AOS,14664.84,66763.0,
2026-01-01,듀엣 나이트 어비스,iOS,7850.48,79321.0,
2026-01-01,명일방주: 엔드필드,AOS,,,
2026-01-01,명일방주: 엔드필드,iOS,,,
2026-01-01,블루 아카이브,AOS,187631.40,308521.0,
2026-01-01,블루 아카이브,iOS,269429.81,188287.0,
2026-01-01,스타 세이비어,AOS,33308.68,,
2026-01-01,스타 세이비어,iOS,15626.97,,
2026-01-01,스텔라소라,AOS,51016.25,9713.0,
2026-01-01,스텔라소라,iOS,48298.50,30369.0,
2026-01-01,승리의여신: 니케,AOS,896501.19,328537.0,
2026-01-01,승리의여신: 니케,iOS,1619029.17,318581.0,
2026-01-01,카오스 제로 나이트메어,AOS,228836.96,56633.0,
2026-01-01,카오스 제로 나이트메어,iOS,204279.07,36915.0,
2026-01-02,듀엣 나이트 어비스,AOS,9502.61,64184.0,
2026-01-02,듀엣 나이트 어비스,iOS,5788.06,76434.0,
2026-01-02,명일방주: 엔드필드,AOS,,,
2026-01-02,명일방주: 엔드필드,iOS,,,
2026-01-02,블루 아카이브,AOS,112462.91,268936.0,
2026-01-02,블루 아카이브,iOS,79220.48,164911.0,
2026-01-02,스타 세이비어,AOS,18221.55,,
2026-01-02,스타 세이비어,iOS,7943.60,,
2026-01-02,스텔라소라,AOS,29714.03,10848.0,
2026-01-02,스텔라소라,iOS,28003.73,19095.0,
2026-01-02,승리의여신: 니케,AOS,699934.63,332011.0,
2026-01-02,승리의여신: 니케,iOS,688585.50,320282.0,
2026-01-02,카오스 제로 나이트메어,AOS,135779.15,59645.0,
2026-01-02,카오스 제로 나이트메어,iOS,86923.48,33768.0,
2026-01-03,듀엣 나이트 어비스,AOS,7701.40,65600.0,
2026-01-03,듀엣 나이트 어비스,iOS,4685.80,78065.0,
2026-01-03,명일방주: 엔드필드,AOS,,,
2026-01-03,명일방주: 엔드필드,iOS,,,
2026-01-03,블루 아카이브,AOS,87477.52,264289.0,
2026-01-03,블루 아카이브,iOS,64154.86,164299.0,
2026-01-03,스타 세이비어,AOS,13766.11,,
2026-01-03,스타 세이비어,iOS,5482.19,,
2026-01-03,스텔라소라,AOS,23095.35,11736.0,
2026-01-03,스텔라소라,iOS,18843.41,16385.0,
2026-01-03,승리의여신: 니케,AOS,567322.13,326869.0,
2026-01-03,승리의여신: 니케,iOS,443377.50,306709.0,
2026-01-03,카오스 제로 나이트메어,AOS,101693.74,63142.0,
2026-01-03,카오스 제로 나이트메어,iOS,77632.16,36947.0,
2026-01-04,듀엣 나이트 어비스,AOS,6172.18,63796.0,
2026-01-04,듀엣 나이트 어비스,iOS,4205.83,75535.0,
2026-01-04,명일방주: 엔드필드,AOS,,,
2026-01-04,명일방주: 엔드필드,iOS,,,
2026-01-04,블루 아카이브,AOS,66623.55,256094.0,
2026-01-04,블루 아카이브,iOS,43832.74,155143.0,
2026-01-04,스타 세이비어,AOS,11146.17,,
2026-01-04,스타 세이비어,iOS,5594.42,,
2026-01-04,스텔라소라,AOS,18095.01,9961.0,
2026-01-04,스텔라소라,iOS,13413.35,12955.0,
2026-01-04,승리의여신: 니케,AOS,514345.18,327695.0,
2026-01-04,승리의여신: 니케,iOS,302939.00,304710.0,
2026-01-04,카오스 제로 나이트메어,AOS,85520.47,55437.0,
2026-01-04,카오스 제로 나이트메어,iOS,58132.33,36817.0,
2026-01-05,듀엣 나이트 어비스,AOS,5407.59,58149.0,
2026-01-05,듀엣 나이트 어비스,iOS,4220.83,68661.0,
2026-01-05,명일방주: 엔드필드,AOS,,,
2026-01-05,명일방주: 엔드필드,iOS,,,
2026-01-05,블루 아카이브,AOS,55182.34,238594.0,
2026-01-05,블루 아카이브,iOS,42085.91,146179.0,
2026-01-05,스타 세이비어,AOS,10435.66,,
2026-01-05,스타 세이비어,iOS,5189.77,,
2026-01-05,스텔라소라,AOS,16092.46,8390.0,
2026-01-05,스텔라소라,iOS,12160.45,9546.0,
2026-01-05,승리의여신: 니케,AOS,502555.16,317036.0,
2026-01-05,승리의여신: 니케,iOS,216909.23,290524.0,
2026-01-05,카오스 제로 나이트메어,AOS,74966.24,46328.0,
2026-01-05,카오스 제로 나이트메어,iOS,56554.53,29294.0,
2026-01-06,듀엣 나이트 어비스,AOS,4867.17,60135.0,
2026-01-06,듀엣 나이트 어비스,iOS,3540.08,71087.0,
2026-01-06,명일방주: 엔드필드,AOS,,,
2026-01-06,명일방주: 엔드필드,iOS,,,
2026-01-06,블루 아카이브,AOS,52096.25,246076.0,
2026-01-06,블루 아카이브,iOS,55564.53,149540.0,
2026-01-06,스타 세이비어,AOS,10140.02,,
2026-01-06,스타 세이비어,iOS,4601.05,,
2026-01-06,스텔라소라,AOS,14576.77,7947.0,
2026-01-06,스텔라소라,iOS,10570.60,10344.0,
2026-01-06,승리의여신: 니케,AOS,342383.36,316622.0,
2026-01-06,승리의여신: 니케,iOS,255802.01,288696.0,
2026-01-06,카오스 제로 나이트메어,AOS,70055.85,49621.0,
2026-01-06,카오스 제로 나이트메어,iOS,57168.17,27330.0,
2026-01-07,듀엣 나이트 어비스,AOS,4278.92,59870.0,
2026-01-07,듀엣 나이트 어비스,iOS,3217.17,70814.0,
2026-01-07,명일방주: 엔드필드,AOS,,,
2026-01-07,명일방주: 엔드필드,iOS,,,
2026-01-07,블루 아카이브,AOS,48996.52,232196.0,
2026-01-07,블루 아카이브,iOS,80635.52,143786.0,
2026-01-07,스타 세이비어,AOS,11186.04,,
2026-01-07,스타 세이비어,iOS,5702.37,,
2026-01-07,스텔라소라,AOS,13006.81,7318.0,
2026-01-07,스텔라소라,iOS,9902.78,15531.0,
2026-01-07,승리의여신: 니케,AOS,276199.73,315659.0,
2026-01-07,승리의여신: 니케,iOS,246621.11,291765.0,
2026-01-07,카오스 제로 나이트메어,AOS,67986.15,54159.0,
2026-01-07,카오스 제로 나이트메어,iOS,52104.44,29902.0,
2026-01-08,듀엣 나이트 어비스,AOS,4449.92,61310.0,
2026-01-08,듀엣 나이트 어비스,iOS,3288.65,73008.0,
2026-01-08,명일방주: 엔드필드,AOS,,,
2026-01-08,명일방주: 엔드필드,iOS,,,
2026-01-08,블루 아카이브,AOS,55873.87,239329.0,
2026-01-08,블루 아카이브,iOS,78724.69,150511.0,
2026-01-08,스타 세이비어,AOS,11411.50,,
2026-01-08,스타 세이비어,iOS,7911.27,,
2026-01-08,스텔라소라,AOS,12604.01,7276.0,
2026-01-08,스텔라소라,iOS,9158.72,15200.0,
2026-01-08,승리의여신: 니케,AOS,264687.20,321371.0,
2026-01-08,승리의여신: 니케,iOS,225371.61,301895.0,
2026-01-08,카오스 제로 나이트메어,AOS,70060.22,55915.0,
2026-01-08,카오스 제로 나이트메어,iOS,59870.97,33411.0,
2026-01-09,듀엣 나이트 어비스,AOS,5753.30,57656.0,
2026-01-09,듀엣 나이트 어비스,iOS,3967.46,68643.0,
2026-01-09,명일방주: 엔드필드,AOS,,,
2026-01-09,명일방주: 엔드필드,iOS,,,
2026-01-09,블루 아카이브,AOS,63030.00,232315.0,
2026-01-09,블루 아카이브,iOS,47817.17,143701.0,
2026-01-09,스타 세이비어,AOS,13568.88,,
2026-01-09,스타 세이비어,iOS,6901.92,,
2026-01-09,스텔라소라,AOS,15971.76,7694.0,
2026-01-09,스텔라소라,iOS,10362.16,10690.0,
2026-01-09,승리의여신: 니케,AOS,276542.41,324816.0,
2026-01-09,승리의여신: 니케,iOS,233663.65,314024.0,
2026-01-09,카오스 제로 나이트메어,AOS,77372.50,53984.0,
2026-01-09,카오스 제로 나이트메어,iOS,58167.85,31238.0,
2026-01-10,듀엣 나이트 어비스,AOS,5531.26,59117.0,
2026-01-10,듀엣 나이트 어비스,iOS,3419.06,70406.0,
2026-01-10,명일방주: 엔드필드,AOS,,,
2026-01-10,명일방주: 엔드필드,iOS,,,
2026-01-10,블루 아카이브,AOS,67796.76,220044.0,
2026-01-10,블루 아카이브,iOS,38669.96,141416.0,
2026-01-10,스타 세이비어,AOS,13000.38,,
2026-01-10,스타 세이비어,iOS,3910.40,,
2026-01-10,스텔라소라,AOS,17526.85,7637.0,
2026-01-10,스텔라소라,iOS,14613.71,10580.0,
2026-01-10,승리의여신: 니케,AOS,274410.14,323934.0,
2026-01-10,승리의여신: 니케,iOS,242398.93,316539.0,
2026-01-10,카오스 제로 나이트메어,AOS,79131.32,54131.0,
2026-01-10,카오스 제로 나이트메어,iOS,55287.32,34017.0,
2026-01-11,듀엣 나이트 어비스,AOS,4770.32,56914.0,
2026-01-11,듀엣 나이트 어비스,iOS,2895.36,67365.0,
2026-01-11,명일방주: 엔드필드,AOS,,,
2026-01-11,명일방주: 엔드필드,iOS,,,
2026-01-11,블루 아카이브,AOS,63010.42,222244.0,
2026-01-11,블루 아카이브,iOS,38168.69,141319.0,
2026-01-11,스타 세이비어,AOS,10710.88,,
2026-01-11,스타 세이비어,iOS,3114.41,,
2026-01-11,스텔라소라,AOS,16834.42,6536.0,
2026-01-11,스텔라소라,iOS,14836.10,8272.0,
2026-01-11,승리의여신: 니케,AOS,252852.43,310091.0,
2026-01-11,승리의여신: 니케,iOS,205362.64,300082.0,
2026-01-11,카오스 제로 나이트메어,AOS,73562.79,48347.0,
2026-01-11,카오스 제로 나이트메어,iOS,58660.05,33594.0,
2026-01-12,듀엣 나이트 어비스,AOS,3919.59,51356.0,
2026-01-12,듀엣 나이트 어비스,iOS,2599.68,60781.0,
2026-01-12,명일방주: 엔드필드,AOS,,,
2026-01-12,명일방주: 엔드필드,iOS,,,
2026-01-12,블루 아카이브,AOS,54096.19,232621.0,
2026-01-12,블루 아카이브,iOS,37010.99,144835.0,
2026-01-12,스타 세이비어,AOS,9491.63,,
2026-01-12,스타 세이비어,iOS,2076.90,,
2026-01-12,스텔라소라,AOS,17436.13,5637.0,
2026-01-12,스텔라소라,iOS,19069.88,6351.0,
2026-01-12,승리의여신: 니케,AOS,256289.57,296603.0,
2026-01-12,승리의여신: 니케,iOS,187606.75,279459.0,
2026-01-12,카오스 제로 나이트메어,AOS,68187.28,41357.0,
2026-01-12,카오스 제로 나이트메어,iOS,62566.73,27945.0,
2026-01-13,듀엣 나이트 어비스,AOS,3671.41,49257.0,
2026-01-13,듀엣 나이트 어비스,iOS,2593.04,58364.0,
2026-01-13,명일방주: 엔드필드,AOS,,,
2026-01-13,명일방주: 엔드필드,iOS,,,
2026-01-13,블루 아카이브,AOS,49678.49,248979.0,
2026-01-13,블루 아카이브,iOS,46352.52,152871.0,
2026-01-13,스타 세이비어,AOS,7859.44,,
2026-01-13,스타 세이비어,iOS,1675.84,,
2026-01-13,스텔라소라,AOS,24526.32,5627.0,
2026-01-13,스텔라소라,iOS,77966.20,5549.0,
2026-01-13,승리의여신: 니케,AOS,225785.36,307762.0,
2026-01-13,승리의여신: 니케,iOS,220313.58,286649.0,
2026-01-13,카오스 제로 나이트메어,AOS,98256.70,42188.0,
2026-01-13,카오스 제로 나이트메어,iOS,122052.93,25390.0,
2026-01-14,듀엣 나이트 어비스,AOS,3671.88,49505.0,
2026-01-14,듀엣 나이트 어비스,iOS,2703.50,58528.0,
2026-01-14,명일방주: 엔드필드,AOS,,,
2026-01-14,명일방주: 엔드필드,iOS,,,
2026-01-14,블루 아카이브,AOS,50516.27,244405.0,
2026-01-14,블루 아카이브,iOS,43248.67,151763.0,
2026-01-14,스타 세이비어,AOS,7537.36,,
2026-01-14,스타 세이비어,iOS,1559.13,,
2026-01-14,스텔라소라,AOS,42876.01,6266.0,
2026-01-14,스텔라소라,iOS,83344.98,5233.0,
2026-01-14,승리의여신: 니케,AOS,235716.14,305822.0,
2026-01-14,승리의여신: 니케,iOS,330229.18,287071.0,
2026-01-14,카오스 제로 나이트메어,AOS,149122.67,45951.0,
2026-01-14,카오스 제로 나이트메어,iOS,289304.90,25754.0,
2026-01-15,듀엣 나이트 어비스,AOS,3938.93,50629.0,
2026-01-15,듀엣 나이트 어비스,iOS,2569.54,60153.0,
2026-01-15,명일방주: 엔드필드,AOS,,,
2026-01-15,명일방주: 엔드필드,iOS,,,
2026-01-15,블루 아카이브,AOS,53681.51,247955.0,
2026-01-15,블루 아카이브,iOS,34339.69,152855.0,
2026-01-15,스타 세이비어,AOS,8105.52,,
2026-01-15,스타 세이비어,iOS,3776.65,,
2026-01-15,스텔라소라,AOS,48350.65,7002.0,
2026-01-15,스텔라소라,iOS,35943.18,4875.0,
2026-01-15,승리의여신: 니케,AOS,274398.82,307702.0,
2026-01-15,승리의여신: 니케,iOS,301139.70,295174.0,
2026-01-15,카오스 제로 나이트메어,AOS,158263.01,43827.0,
2026-01-15,카오스 제로 나이트메어,iOS,197561.45,26037.0,
2026-01-16,듀엣 나이트 어비스,AOS,3890.16,52859.0,
2026-01-16,듀엣 나이트 어비스,iOS,2538.60,62591.0,
2026-01-16,명일방주: 엔드필드,AOS,,,
2026-01-16,명일방주: 엔드필드,iOS,,,
2026-01-16,블루 아카이브,AOS,60572.70,250995.0,
2026-01-16,블루 아카이브,iOS,38997.10,155882.0,
2026-01-16,스타 세이비어,AOS,8271.26,,
2026-01-16,스타 세이비어,iOS,3462.79,,
2026-01-16,스텔라소라,AOS,48235.17,7805.0,
2026-01-16,스텔라소라,iOS,24763.76,4817.0,
2026-01-16,승리의여신: 니케,AOS,273536.64,308521.0,
2026-01-16,승리의여신: 니케,iOS,329991.72,298813.0,
2026-01-16,카오스 제로 나이트메어,AOS,169253.52,42634.0,
2026-01-16,카오스 제로 나이트메어,iOS,111915.67,24761.0,
2026-01-17,듀엣 나이트 어비스,AOS,3506.04,55657.0,
2026-01-17,듀엣 나이트 어비스,iOS,2346.70,66218.0,
2026-01-17,명일방주: 엔드필드,AOS,,,
2026-01-17,명일방주: 엔드필드,iOS,,,
2026-01-17,블루 아카이브,AOS,61189.53,266144.0,
2026-01-17,블루 아카이브,iOS,38498.55,171600.0,
2026-01-17,스타 세이비어,AOS,7893.97,,
2026-01-17,스타 세이비어,iOS,3245.57,,
2026-01-17,스텔라소라,AOS,46944.52,8619.0,
2026-01-17,스텔라소라,iOS,17957.02,5174.0,
2026-01-17,승리의여신: 니케,AOS,263421.22,308610.0,
2026-01-17,승리의여신: 니케,iOS,242974.80,299933.0,
2026-01-17,카오스 제로 나이트메어,AOS,165700.80,44232.0,
2026-01-17,카오스 제로 나이트메어,iOS,65583.96,27532.0,
2026-01-18,듀엣 나이트 어비스,AOS,2984.21,56037.0,
2026-01-18,듀엣 나이트 어비스,iOS,2212.82,66421.0,
2026-01-18,명일방주: 엔드필드,AOS,,,
2026-01-18,명일방주: 엔드필드,iOS,,,
2026-01-18,블루 아카이브,AOS,51651.70,339325.0,
2026-01-18,블루 아카이브,iOS,123579.98,225644.0,
2026-01-18,스타 세이비어,AOS,7309.74,,
2026-01-18,스타 세이비어,iOS,2723.35,,
2026-01-18,스텔라소라,AOS,38886.77,7852.0,
2026-01-18,스텔라소라,iOS,15652.44,5323.0,
2026-01-18,승리의여신: 니케,AOS,233563.31,305707.0,
2026-01-18,승리의여신: 니케,iOS,222395.28,281130.0,
2026-01-18,카오스 제로 나이트메어,AOS,145806.81,41949.0,
2026-01-18,카오스 제로 나이트메어,iOS,46249.20,28109.0,
2026-01-19,듀엣 나이트 어비스,AOS,2587.90,51753.0,
2026-01-19,듀엣 나이트 어비스,iOS,3666.06,61129.0,
2026-01-19,명일방주: 엔드필드,AOS,,,
2026-01-19,명일방주: 엔드필드,iOS,,,
2026-01-19,블루 아카이브,AOS,55953.79,371230.0,
2026-01-19,블루 아카이브,iOS,185240.48,244266.0,
2026-01-19,스타 세이비어,AOS,6920.15,,
2026-01-19,스타 세이비어,iOS,1731.13,,
2026-01-19,스텔라소라,AOS,22567.76,6174.0,
2026-01-19,스텔라소라,iOS,12052.77,4622.0,
2026-01-19,승리의여신: 니케,AOS,222830.18,298102.0,
2026-01-19,승리의여신: 니케,iOS,194398.62,262384.0,
2026-01-19,카오스 제로 나이트메어,AOS,110898.93,37651.0,
2026-01-19,카오스 제로 나이트메어,iOS,30093.97,24156.0,
2026-01-20,듀엣 나이트 어비스,AOS,3492.38,51912.0,
2026-01-20,듀엣 나이트 어비스,iOS,6252.73,61333.0,
2026-01-20,명일방주: 엔드필드,AOS,,,
2026-01-20,명일방주: 엔드필드,iOS,,,
2026-01-20,블루 아카이브,AOS,153473.89,441979.0,
2026-01-20,블루 아카이브,iOS,421840.59,295975.0,
2026-01-20,스타 세이비어,AOS,8160.10,,
2026-01-20,스타 세이비어,iOS,1762.00,,
2026-01-20,스텔라소라,AOS,13729.79,5747.0,
2026-01-20,스텔라소라,iOS,10835.71,4240.0,
2026-01-20,승리의여신: 니케,AOS,238139.64,303102.0,
2026-01-20,승리의여신: 니케,iOS,222953.05,261831.0,
2026-01-20,카오스 제로 나이트메어,AOS,73351.05,39392.0,
2026-01-20,카오스 제로 나이트메어,iOS,28286.32,22284.0,
2026-01-21,듀엣 나이트 어비스,AOS,3777.18,52044.0,
2026-01-21,듀엣 나이트 어비스,iOS,4737.21,61353.0,
2026-01-21,명일방주: 엔드필드,AOS,,,
2026-01-21,명일방주: 엔드필드,iOS,,,
2026-01-21,블루 아카이브,AOS,284271.63,434369.0,
2026-01-21,블루 아카이브,iOS,567857.38,287750.0,
2026-01-21,스타 세이비어,AOS,9624.54,,
2026-01-21,스타 세이비어,iOS,2529.94,,
2026-01-21,스텔라소라,AOS,12623.46,5598.0,
2026-01-21,스텔라소라,iOS,9215.29,4027.0,
2026-01-21,승리의여신: 니케,AOS,251184.71,289978.0,
2026-01-21,승리의여신: 니케,iOS,293949.93,248233.0,
2026-01-21,카오스 제로 나이트메어,AOS,43599.83,39501.0,
2026-01-21,카오스 제로 나이트메어,iOS,21960.21,23389.0,
2026-01-22,듀엣 나이트 어비스,AOS,3970.26,50100.0,
2026-01-22,듀엣 나이트 어비스,iOS,4070.63,59191.0,
2026-01-22,명일방주: 엔드필드,AOS,401709.98,189234.0,
2026-01-22,명일방주: 엔드필드,iOS,1979476.59,603614.0,
2026-01-22,블루 아카이브,AOS,488245.05,434894.0,
2026-01-22,블루 아카이브,iOS,312410.74,288299.0,
2026-01-22,스타 세이비어,AOS,8504.60,,
2026-01-22,스타 세이비어,iOS,4913.49,,
2026-01-22,스텔라소라,AOS,10177.24,5930.0,
2026-01-22,스텔라소라,iOS,7819.18,4532.0,
2026-01-22,승리의여신: 니케,AOS,218215.55,282631.0,
2026-01-22,승리의여신: 니케,iOS,212368.68,245603.0,
2026-01-22,카오스 제로 나이트메어,AOS,37898.41,37384.0,
2026-01-22,카오스 제로 나이트메어,iOS,21484.88,23505.0,
2026-01-23,듀엣 나이트 어비스,AOS,4889.08,49842.0,
2026-01-23,듀엣 나이트 어비스,iOS,3845.37,59099.0,
2026-01-23,명일방주: 엔드필드,AOS,449454.38,310866.0,
2026-01-23,명일방주: 엔드필드,iOS,2471556.34,667251.0,
2026-01-23,블루 아카이브,AOS,483561.55,423258.0,
2026-01-23,블루 아카이브,iOS,210632.58,280252.0,
2026-01-23,스타 세이비어,AOS,10131.21,,
2026-01-23,스타 세이비어,iOS,4271.09,,
2026-01-23,스텔라소라,AOS,11583.79,6152.0,
2026-01-23,스텔라소라,iOS,7022.47,5492.0,
2026-01-23,승리의여신: 니케,AOS,211564.97,272007.0,
2026-01-23,승리의여신: 니케,iOS,127103.92,241801.0,
2026-01-23,카오스 제로 나이트메어,AOS,40763.28,39879.0,
2026-01-23,카오스 제로 나이트메어,iOS,27611.84,22103.0,
2026-01-24,듀엣 나이트 어비스,AOS,4473.99,53941.0,
2026-01-24,듀엣 나이트 어비스,iOS,3406.76,64525.0,
2026-01-24,명일방주: 엔드필드,AOS,533677.00,375964.0,
2026-01-24,명일방주: 엔드필드,iOS,1839364.03,693201.0,
2026-01-24,블루 아카이브,AOS,508279.23,423921.0,
2026-01-24,블루 아카이브,iOS,130637.68,292180.0,
2026-01-24,스타 세이비어,AOS,9373.78,,
2026-01-24,스타 세이비어,iOS,3097.52,,
2026-01-24,스텔라소라,AOS,10131.62,6726.0,
2026-01-24,스텔라소라,iOS,7649.16,8328.0,
2026-01-24,승리의여신: 니케,AOS,222029.79,265797.0,
2026-01-24,승리의여신: 니케,iOS,90434.57,253811.0,
2026-01-24,카오스 제로 나이트메어,AOS,38463.23,43179.0,
2026-01-24,카오스 제로 나이트메어,iOS,25532.42,25696.0,
2026-01-25,듀엣 나이트 어비스,AOS,4171.90,54555.0,
2026-01-25,듀엣 나이트 어비스,iOS,2844.98,64850.0,
2026-01-25,명일방주: 엔드필드,AOS,733251.28,415018.0,
2026-01-25,명일방주: 엔드필드,iOS,1325891.26,690248.0,
2026-01-25,블루 아카이브,AOS,228824.21,429121.0,
2026-01-25,블루 아카이브,iOS,114819.50,295800.0,
2026-01-25,스타 세이비어,AOS,8909.87,,
2026-01-25,스타 세이비어,iOS,1795.12,,
2026-01-25,스텔라소라,AOS,8875.21,6103.0,
2026-01-25,스텔라소라,iOS,6778.49,8641.0,
2026-01-25,승리의여신: 니케,AOS,163057.62,264160.0,
2026-01-25,승리의여신: 니케,iOS,81205.28,251665.0,
2026-01-25,카오스 제로 나이트메어,AOS,35644.58,40672.0,
2026-01-25,카오스 제로 나이트메어,iOS,24191.38,26155.0,
2026-01-26,듀엣 나이트 어비스,AOS,3577.91,51059.0,
2026-01-26,듀엣 나이트 어비스,iOS,2700.41,60440.0,
2026-01-26,명일방주: 엔드필드,AOS,681817.38,412152.0,
2026-01-26,명일방주: 엔드필드,iOS,1056753.20,641283.0,
2026-01-26,블루 아카이브,AOS,222549.98,420707.0,
2026-01-26,블루 아카이브,iOS,77688.94,287150.0,
2026-01-26,스타 세이비어,AOS,7464.31,,
2026-01-26,스타 세이비어,iOS,1362.38,,
2026-01-26,스텔라소라,AOS,7538.66,5210.0,
2026-01-26,스텔라소라,iOS,6455.82,6174.0,
2026-01-26,승리의여신: 니케,AOS,149406.52,279581.0,
2026-01-26,승리의여신: 니케,iOS,77752.82,257729.0,
2026-01-26,카오스 제로 나이트메어,AOS,31233.92,36636.0,
2026-01-26,카오스 제로 나이트메어,iOS,20908.25,23061.0,
2026-01-27,듀엣 나이트 어비스,AOS,2977.17,52120.0,
2026-01-27,듀엣 나이트 어비스,iOS,2283.32,61592.0,
2026-01-27,명일방주: 엔드필드,AOS,689192.23,395011.0,
2026-01-27,명일방주: 엔드필드,iOS,865322.34,600949.0,
2026-01-27,블루 아카이브,AOS,119899.45,442089.0,
2026-01-27,블루 아카이브,iOS,87176.36,296765.0,
2026-01-27,스타 세이비어,AOS,6112.30,,
2026-01-27,스타 세이비어,iOS,1025.26,,
2026-01-27,스텔라소라,AOS,6865.25,5225.0,
2026-01-27,스텔라소라,iOS,6770.41,5206.0,
2026-01-27,승리의여신: 니케,AOS,97541.30,264096.0,
2026-01-27,승리의여신: 니케,iOS,84892.29,240146.0,
2026-01-27,카오스 제로 나이트메어,AOS,30116.19,39340.0,
2026-01-27,카오스 제로 나이트메어,iOS,17858.34,21775.0,
2026-01-28,듀엣 나이트 어비스,AOS,2254.13,53258.0,
2026-01-28,듀엣 나이트 어비스,iOS,2202.54,62574.0,
2026-01-28,명일방주: 엔드필드,AOS,744387.07,387608.0,
2026-01-28,명일방주: 엔드필드,iOS,814431.38,568253.0,
2026-01-28,블루 아카이브,AOS,105653.58,437657.0,
2026-01-28,블루 아카이브,iOS,127084.52,297800.0,
2026-01-28,스타 세이비어,AOS,5887.76,,
2026-01-28,스타 세이비어,iOS,1110.23,,
2026-01-28,스텔라소라,AOS,7415.61,5230.0,
2026-01-28,스텔라소라,iOS,6969.16,5511.0,
2026-01-28,승리의여신: 니케,AOS,78062.86,270797.0,
2026-01-28,승리의여신: 니케,iOS,95501.80,235853.0,
2026-01-28,카오스 제로 나이트메어,AOS,30727.13,39352.0,
2026-01-28,카오스 제로 나이트메어,iOS,17457.86,22705.0,
2026-01-29,듀엣 나이트 어비스,AOS,2711.84,51678.0,
2026-01-29,듀엣 나이트 어비스,iOS,2503.67,60887.0,
2026-01-29,명일방주: 엔드필드,AOS,506657.05,369114.0,
2026-01-29,명일방주: 엔드필드,iOS,625922.08,541336.0,
